order_id,payment_sequential,payment_type,payment_installments,payment_value
42fdf880ba16b47b59251dd489d4441a,1,credit_card,2,128.45
1f78449c87a54faf9e96e88ba1491fa9,1,credit_card,6,341.09
616105c9352a9668c38303ad44e056cd,1,credit_card,1,75.78
5a1f6d22f7dfb061ef29216b9af687a1,1,credit_card,4,47.69
8cd68144cdb62dc0d60848cf8616d2a4,1,boleto,1,330.66
c39414c195d0f94c9d9c35e7c6ed4f1a,1,credit_card,2,139.22
5d9c5817e278892b7498d90bfa28ade8,1,credit_card,2,290.16
f45074ae38f2e01d9b854ec8d40362ff,1,credit_card,1,13.78
1dcf0c8cd36ffaf57784fbdc90079310,1,credit_card,3,157.15
cf30fe76d1505192acee1c6dccb15545,1,credit_card,2,47.72
56c3277583e16009c925fdf116df420f,1,boleto,1,31.38
afef48d3c8a0b1b7c9b7f8f922fb5674,1,credit_card,5,153.41
d574338f566ca28dd67820f48ec1f1d8,1,credit_card,4,278.22
1807cc736321f14baa58ef39cf6e5989,1,credit_card,4,91.66
e8977f709bbb0367f51b589e6325f991,1,credit_card,1,132.51
1ffb3c1929b16d9c1aec1958e11b3e9b,1,boleto,1,166.04
c108072ab31ec90a754129c171577f5f,1,credit_card,4,210.82
55e2d723733c45033e71cb4d44690234,1,boleto,1,89.63
42f5954cda381bd032934ee38c453711,1,credit_card,8,402.42
4d3bfdf4c7d6578ea445d588371ae10e,1,credit_card,1,77.29
723e462ce1ee50e024887c0b403130f3,1,credit_card,1,13.8
17e5131fe1d4b1a8dc14d4a66914f9d7,1,credit_card,1,73.34
557cc2675910c4a6c9b54ad276f25097,1,credit_card,1,56.77
96de2b7f7f3c401fbee3eef068376da6,1,boleto,1,32.15
35525be13c4af8acae0bb6d13c27110d,1,credit_card,1,40.99
243312dbb316253ab77bb0140d94803c,1,credit_card,10,285.79
8973a53fcad22a79e0ff315e7f9a0fd9,1,credit_card,2,176.7
f090de1b2ed9f4e251662cb31e3c7127,1,credit_card,2,27.63
8f936fb77c720ab9ccd618af38c885cc,1,credit_card,4,46.63
cdaa116d3c2521b4b6976043508d0943,1,credit_card,2,61.77
68d7420c86be23f313c81a554320f986,1,boleto,1,121.88
99bc267f49d76932cd195bfb2a94dd03,1,credit_card,1,163.08
66a4fa2d40fed98c34ced62496fdb1e7,1,credit_card,1,267.05
ca8f94a99a8120c559e416275a535066,1,credit_card,5,92.76
87f003dca70d4d22518366caf041e845,1,credit_card,3,44.35
3597f6476c27b4e1cc2f58588116f8f5,1,boleto,1,85.14
18259631aab7299bf25f83f5eac4c8d1,1,credit_card,4,220.3
845af9472cc76e66fbf445931b511755,1,credit_card,5,123.41
0a9716da94d89975e6637874280aadad,1,credit_card,10,165.96
2fe14af1d4563c0e76f382bc63c9a245,1,credit_card,2,88.72
b545ba7b0bd67a3128185c7214704319,1,credit_card,8,340.08
7327c30a5230ce07bc2c7a695d553a00,1,credit_card,4,40.27
57e4fc8f20507381b3f7abbe4e2ccda3,1,credit_card,2,215.56
03afb3c10af52ddfa3c33b9881bf43f8,1,credit_card,2,131.5
c79bdf061e22288609201ec60deb42fb,1,credit_card,1,12.22
774359a2a8b6be829653bae9390a0dd0,1,credit_card,10,350.09
fd1ddfeca967b94315642dfe5c7545f7,1,credit_card,6,225.71
6cdb86865449a92089579ea715e1c1d1,1,credit_card,1,52.57
50bf77081d0fdd2e57dcff0acf8fefeb,1,credit_card,2,145.58
37fc44460574b368fe7933c6ae98f224,1,credit_card,1,47.43
3fff175860497ca456d60c90b1f2b797,1,credit_card,2,168.57
068176c8a0550b07cddf7e05c8d55319,1,boleto,1,123.82
9488305b52042a978d3bf78cf94bcd54,1,credit_card,3,283.66
4b5648d8399ea47a4c323499045aaefc,1,boleto,1,32.38
9f1cdc0e091b90e61836ddc009a60ef2,1,credit_card,4,48.22
0435b65bfd0a1cd1c48a82f5b405ea78,1,credit_card,4,154.14
6644170ea0130942cfb3064dce01004a,1,credit_card,2,333.68
27a7ac440630f9de788e4d66e72c6424,1,credit_card,1,186.39
a669137c06cc23b7962d63be3a2ad6d1,1,credit_card,3,641.2
d24e8541128cea179a11a65176e0a96f,1,voucher,1,50.0
33ebbe6b176d53190194b5b05cf69330,1,boleto,1,69.9
bf951e41c5adb873b7fdcc1e83b406bf,1,credit_card,1,54.85
6c936253ed9ab81f5293da5081ba8a9a,1,boleto,1,39.6
a04639b53f2cbd1f77b63ed44168566e,1,boleto,1,44.83
101fa9bbc869f267953a48b0f659dc62,1,credit_card,9,131.47
808c4b75909ba91f23c1ef928f396822,1,credit_card,3,143.65
2e2dd1119ebf597a9c05d80b5d6eeace,1,credit_card,2,105.42
0f67e615d797da223ac5601b9b08b180,1,credit_card,3,153.67
57bfb7a49bcdecb20d9dbb778d7d7590,1,credit_card,4,102.03
210a5f61a6a19892f81bb269863f4742,1,credit_card,1,67.5
009ac365164f8e06f59d18a08045f6c4,5,voucher,1,8.75
d4c46523b1239f182b74fb0ea1c27f32,1,credit_card,1,396.97
29aefbcf33949b65e5303167977e0362,1,voucher,1,84.88
ec5cf2317f5141a62836da8e71586eb6,1,credit_card,8,232.27
3ba1ccc3882bd7df61ee5030f44ec1d2,1,credit_card,5,194.0
a23c7a7d06f1f8e9f6e45f934c7e106b,1,boleto,1,245.94
4801b9cf238c2c9098bd66a5f092c2da,1,credit_card,4,152.28
2d5b43766328f55157cae1e85e1dd475,1,credit_card,1,56.85
ce7cf6dd8f80dfb98716950ae40eca59,1,boleto,1,171.75
ada812c7806382c3085a5f5024bc17ca,1,boleto,1,37.25
7246a71d326111872bfdfd34f495dc4f,1,credit_card,5,117.53
e65f1eeee1f52024ad1dcd03447f7482,1,credit_card,1,43.28
16b6123f7077419424bf89af74e2d054,1,credit_card,10,642.02
e147052b9ecc00bf938f9e8581944207,1,credit_card,4,263.95
06ff6cb289c9f1d1ccacc6764874e3c2,1,credit_card,1,57.89
fff7c4452f050315db1b3f24d9df5fcd,1,credit_card,1,756.91
ed90ba41c41da31da8e891ff43a584d1,1,credit_card,7,156.22
2b49d60af10ea7e2443376987ec8a184,1,credit_card,1,35.7
6df674fd09d933a85574460e32a94e23,1,credit_card,2,65.71
f6e638ae1f17003aac1cb6dc6a93ba73,1,credit_card,1,79.88
33f3e269b872b41e5f90b01a92d454eb,1,credit_card,3,543.83
fa9ef315051f18a68686aca274ae8f2a,1,credit_card,4,107.78
94d2de9ad08d15bd3e714a984bd09bcb,1,credit_card,10,387.27
7a415e8280c3ae4d608481124c4f5d62,1,credit_card,1,68.7
30f54cfb85a2cf596ee5b7a589d3ffa0,1,credit_card,3,130.14
8a0ecc540156c0f21f25d7bfd4e95dbe,1,credit_card,1,68.0
c75886866a89a0c9a04fbcd4699f3772,1,credit_card,10,667.99
5ff78652a040431e007c9349249d3503,1,credit_card,2,386.46
ebee038c5993647eb1defc78207cd187,1,credit_card,1,114.25
c596d8640962b115481b374c7b881f6a,1,credit_card,2,162.83
fd26702a3f7ee5d86580de591ff53e3f,1,boleto,1,56.42
e3c6bf3aad3a42c48ae9619ac88d0b3d,1,credit_card,4,64.51
aa4f33b236ebf41f573308022ef7496b,1,credit_card,8,193.5
31026c762ccd760199ad552ea17e0269,1,credit_card,1,41.71
189ede25eb8522abcbd3592d08811f85,1,boleto,1,280.08
17b18aa0bfdcebddefdf2d7da5718181,1,credit_card,5,101.34
940d83f3286808e4f8b1a7ac975b2aa9,1,boleto,1,76.02
1fce50c1831b6809773e5020edc716e2,1,credit_card,2,36.16
bea175d990526fa16d7d6d5ea071d065,1,credit_card,8,257.3
276971787e4550d908a7306c2fe79da3,1,boleto,1,51.03
1314353395f7148ba64400eab34bb50c,1,credit_card,10,156.73
1d5912d4e665fb2a085a50fc13007c02,1,boleto,1,69.9
474c0bedc28c30c7568c589c047b75bb,1,credit_card,1,102.53
9c5bfba7de6a4abbb6ba0baab78d1622,1,credit_card,10,231.27
d4a27413b758ce1cea90d005252591f9,1,boleto,1,41.69
21b966a378471db65c18fa4ca20d6800,1,credit_card,2,132.82
c39da54f19d2aa7b89667e4817f05629,1,credit_card,4,40.63
28156e3f154f44bf5cb8c3ee9978d332,1,debit_card,1,71.63
a03080d29751000dd3e2eab48835af82,1,credit_card,3,62.22
6c949e670b5d33dc8fb8ad25b6da4860,1,credit_card,10,102.47
aa7565b87e9b5f1ecf8b8ea7f745899c,1,credit_card,7,70.72
9b871ac52352fe5c58010cad01550b6c,1,credit_card,3,340.47
774b04fe6502917d1952476fd1f3dd60,1,credit_card,1,67.83
aa04ee4542e835a3e6f4da876dc654c6,1,credit_card,1,19.33
73eedc4ca4a789813a63fe30856c805f,1,boleto,1,85.92
984cefe3260707e1f6fc38b18b2b276c,1,credit_card,4,102.05
8f9b2d4a6cd80dc716a380365561a133,1,credit_card,1,197.04
dc70f94b8e8d37fbd4fbc0e31a008175,1,credit_card,4,106.32
3e47a8cc66024053901d7313a7d2a0b7,1,credit_card,2,330.4
8065c72fce26b871dcba7ef49bebfa48,1,credit_card,1,27.7
0dd13170e2f12871b1e007e5fcf6e944,1,credit_card,2,121.09
0fe66ba925b98652d484ad6af89402e7,1,boleto,1,230.1
209addb62d4e3c8c3e8b364d841b4d58,1,credit_card,1,68.87
05c5f6468206cec16a8c99f231bbbe86,1,credit_card,5,161.88
18feb354fd368bc9d6cd27c5359e2243,1,credit_card,1,43.0
f41fbf3e30f0f79822348910ca2009f2,1,credit_card,1,104.43
48ab980d180764382cfa411d2fb63dc0,1,boleto,1,86.83
197be0df90e5b459a14669e32c8ce1ff,1,credit_card,6,114.28
c137d955d66546c460453c13ce560ad4,1,credit_card,1,124.15
065fb1ee0ec59ea0a68b3105a59a69ce,1,credit_card,5,104.27
e3c4a1f61400e7db82ae759cacedc9a3,1,voucher,1,52.01
1857ec1a182661136fe7584592437d51,1,boleto,1,566.63
9b790ca446b8e28ce5e4382959f6b7df,1,credit_card,2,257.21
5256aac1d939c4bbc931cc7c1c78a419,1,credit_card,10,137.13
4c217e3cc24f803307dea7d619377def,1,boleto,1,86.37
4495f1b55b727a6ca639505afc688e17,1,credit_card,1,69.61
e1edd95bfd88243a6d6b774d8aefe535,1,credit_card,4,181.59
972c2e78e9af23a750a48184aadfca4d,1,credit_card,3,51.09
f75517cfb973c21eab8559a870263794,1,credit_card,10,231.27
d022bdad33a575ca5edb8c4d51e44310,1,boleto,1,70.03
4f54cd2c8e8986790a962e3657390e1d,1,credit_card,1,64.01
869e47849cdcd2a24f33ab52accd0e89,1,credit_card,8,82.92
0132158c30672a8c52997a2492613ec2,1,credit_card,8,413.31
9c0bd8cd0fc8231ed50c066058917360,1,credit_card,2,132.68
a38d122ad3e07ca8d13e4a42059b98d2,1,boleto,1,161.62
2f92b812fd7c7df5b629833c484cdf1d,1,credit_card,1,61.36
6de0a6791e7af4ed0514498e5100370b,1,credit_card,4,186.92
8effe67a72c715f926a6dc1a616a5ea9,1,credit_card,3,33.51
6ea6f5d85441b7bfcccbc44e082d02e3,1,credit_card,2,189.56
1634d04100d187e0f985f2eb2909cba1,1,credit_card,5,105.38
25d919c7187a3f82b5437023a5e98e46,1,credit_card,3,157.2
99e34b586d1fa26ea713021ff647d18d,1,credit_card,1,39.42
5718fc130d653929872f0481438d3f66,1,boleto,1,39.42
2d824bac66ec7467745b2defcee22c1e,1,credit_card,6,165.31
d21873cfa21e689e4dbfd43a99326424,1,credit_card,1,706.84
6e60346a3ee3876c1e4bc89c597ffcb8,1,credit_card,2,123.59
055f84fd2ebf314ebec85f8e1312f4f4,1,credit_card,2,185.84
3d965a3a3a9aae822a8f40ddf0184df1,1,credit_card,1,85.81
8edc3a87d7a72e4350d65c9e1c613089,1,credit_card,1,153.98
c124b224a2727ecb4e7c9a378a936d0d,1,credit_card,6,86.06
79e5ae80172f5697f2402439382f2d77,1,credit_card,10,360.29
7db5f2eb8f5f54db9f9e71ba4296bcbf,2,voucher,1,0.01
375d01d18f644eb19328130122fcc9ef,1,credit_card,1,65.57
7699e05f3c451052397a0248cf24a821,1,credit_card,3,88.9
068ef03abe39323450b52f486b34bf3d,1,credit_card,1,76.78
6b56339f54b8363a200c6814ae732846,1,credit_card,2,149.0
d10d28ad0c77f6e4e64642c7069a9f80,1,credit_card,1,43.37
9dece38ba34c2b0050efef28e85d7bde,1,credit_card,1,32.72
f057e285395efbc0c032cf9e4ccfd146,1,credit_card,1,38.0
4eecbfcab9ec27fad7e24ac94f9a032b,1,boleto,1,196.81
a0f3677ac2cfd35a8d76f4a26fb29a95,1,credit_card,7,144.8
580b08c73a274ac48d8e8c24d6364f2d,1,credit_card,1,31.75
de87be44e83ebc323acd6d4caec3ca57,1,credit_card,5,116.23
8a08c6b7d01513f42c76604beded88c8,1,credit_card,2,161.01
675d6533ed09bea158fd932431474b82,1,credit_card,10,255.76
2adb88df15a33d97f2990e59b1745820,1,credit_card,1,27.48
9a99c1f97699ec839f7966eb7c7d5afa,1,credit_card,1,140.94
f2ce3b8d9c16e475c92d3c2d51809cfe,1,boleto,1,23.0
e08878ad70acad81d0e90f59e56ce9a6,1,credit_card,1,84.79
bf897dd4378248fd6947e04c4d434dce,1,credit_card,4,42.74
ab23407c84b934f452124bc5b5453123,1,credit_card,3,97.79
767db3d915db881b9f47ce8ac08daf63,1,debit_card,1,53.9
73612117a85e3e65d7ac69f7e5df1540,1,credit_card,6,97.23
42ed2aeb956c92e3c3bb6933ecea1d89,1,credit_card,6,159.39
55eda25190659fb615a61fbbaa14013c,1,credit_card,3,149.16
2c9802d8dcf6a98e04bc7dc09cb33c65,1,boleto,1,63.05
b0a2019225451e417b6cc92baef9fc8c,1,boleto,1,45.95
8e3ab8811f9c3a04413aa4e14f84b872,1,boleto,1,46.0
cc779b75630b5b63955c7167fcadee93,2,voucher,1,23.23
2ff04f721a0ccf086506b4ba443d924a,1,boleto,1,32.13
186c43c492d0813457a0da8ee78ef748,1,credit_card,5,222.15
90ea2b1be9c98c67406de151652daa63,1,boleto,1,59.22
b0e1d9af1bfc3a4d96489c81cf10fe69,1,credit_card,1,135.6
2d0da8435c6493de84783c21578638aa,1,credit_card,7,76.08
9c83e600b8c156f1b50b753f30e93634,1,boleto,1,84.05
631bf0797fc3480d6eae9757b0c816b4,1,credit_card,10,528.69
7df4045bb089bf92e7eaf3b506b6423b,1,credit_card,2,110.77
b5a1d012931f59ed905df201cf2aba80,2,voucher,1,50.0
b33fb23930b882d67b4b114c33f2e6df,1,debit_card,1,70.03
023b49300b34f2b9961857266df731dc,1,credit_card,2,162.75
f7535fb641a71ca3e0a6f2657dbfc51d,1,credit_card,1,131.94
58ee11026c2fdda6ff738c392cc5fb00,1,boleto,1,74.16
633bd8dd4d19125b69aeee2526f79779,1,voucher,1,55.09
a0fd703a1c6a122520246bd8d481e528,1,credit_card,1,2.35
e9a94acfe5f03efa28ff033a79fefe8b,1,credit_card,4,204.07
3b26d4fe0e3bb6427ae7d3b446bd8c85,1,boleto,1,75.17
145c086f0f81f9801a8acbb2c514644c,1,credit_card,2,119.79
e3f4b4c899325f23b973d9aee02d2071,1,credit_card,1,50.45
e8aa7100127932a65507b2cb5ffdd901,1,credit_card,6,157.97
1207b88243115c9eafb9931bc2d0b59d,1,credit_card,2,133.05
f62c176f45acd8992e70d81c62d08971,1,debit_card,1,23.88
a43482a55cc8d11f47b25992831a794f,1,credit_card,2,154.38
d35551f33906e01d035a5f40e1bd1732,1,credit_card,1,576.2
d7c320185a2f9b32f5e2370ff3f8bd64,2,voucher,1,3.9
4dd9de2bf8da8d482efe46264442f71d,1,credit_card,5,51.88
11353d8c2550bd22ef8c18735c303f5f,1,credit_card,4,101.64
7c67a9f94c58c5b1c1a40953151fbccd,1,credit_card,1,35.24
5dd868edea4ee3363563534cd18187f1,1,credit_card,1,46.26
994c71d451ee0dd361119399d7ade19a,1,credit_card,2,52.83
d7902cb5d7fd1f143aff7375644c6d7a,1,credit_card,2,65.05
119132da8a360ce8e81841456844b962,1,debit_card,1,64.0
a56e517e3e85ada615daf2270c2a9c48,1,credit_card,6,166.41
7be91eab3dac2edd89fc7f519e1649f5,1,credit_card,1,133.62
3ac0423d1e7e335f83c8fa3600ae47d7,1,credit_card,10,189.21
b817f6c3399d06c7629a445527b463dd,1,credit_card,3,36.1
64b281751527cf3da5d9eb68c785cedf,1,credit_card,1,125.22
aceb0ac9c2d49926c0eadc1510a3ff53,1,credit_card,2,164.84
11f97a9967bb081adb9883460c71e845,3,voucher,1,33.56
572c4bbf0f5f85a9b4a2c4fe0c7f04d5,1,voucher,1,69.46
df16628521a91b8dc473aa698aac7285,1,credit_card,8,406.67
da7b8d3f7de2b64a8d4f6d59b36159a7,1,credit_card,3,88.72
494648e782c762fe2547626ebb7dfaff,1,credit_card,1,47.44
a77cf1f9b2d22060320fa51a5906d02a,1,credit_card,1,52.76
dbb182f0099f1b6b9172a1f1fe4a62b3,1,boleto,1,56.28
370e2e6c1a9fd451eb7f0852daa3b006,7,voucher,1,6.82
